Name	Length	EffectiveLength	TPM	NumReads
FBtr0077836	2325	2151.66	20.0852	332.283
FBtr0075133	4018	3844.66	0.498042	14.7225
FBtr0332862	2190	2016.66	2.27514	35.2775
FBtr0087988	1754	1580.66	163.343	1985.16
FBtr0087987	1948	1774.66	474.652	6476.61
FBtr0074688	1633	1459.66	52.3033	587
FBtr0086864	3503	3329.66	13.3198	341
FBtr0083361	1283	1109.66	0	0
FBtr0392904	4164	3990.66	10.4434	320.438
FBtr0084588	2385	2211.66	80.9085	1375.84
FBtr0303161	2639	2465.66	14.5473	275.785
FBtr0079257	1918	1744.66	15.2077	204
FBtr0307341	906	732.663	0	0
FBtr0084989	527	353.823	0.735169	2
FBtr0306309	750	576.721	0	0
FBtr0344570	539	365.823	2.48869	7
FBtr0078090	1219	1045.66	32.8364	264
FBtr0087439	546	372.823	21.9776	63
FBtr0070960	2096	1922.66	0.202937	3
FBtr0302357	2296	2122.66	0	0
FBtr0302356	2428	2254.66	0	0
FBtr0340571	3830	3656.66	0	0
FBtr0340572	3825	3651.66	0	0
FBtr0080267	3305	3131.66	0	0
FBtr0077141	787	613.663	0	0
FBtr0306593	981	807.663	0	0
FBtr0081719	1938	1764.66	80.0409	1086
FBtr0071549	1655	1481.66	33.2685	379
FBtr0308832	1068	894.663	7.99552	55
FBtr0308833	2043	1869.66	27.3399	393.021
FBtr0074921	2263	2089.66	8.27655	132.979
FBtr0073011	1996	1822.66	0.0713571	1
FBtr0112378	450	276.946	0	0
FBtr0342602	1596	1422.66	0	0
FBtr0080326	1217	1043.66	92.2334	740.124
FBtr0085405	675	501.776	181.699	701
FBtr0339295	331	157.988	0	0
FBtr0300316	205	34.3063	0	0
FBtr0300904	2130	1956.66	0.0664703	1
FBtr0081633	2196	2022.66	0	0
FBtr0300905	2052	1878.66	0	0
FBtr0335279	1234	1060.66	0	0
FBtr0335281	1199	1025.66	0.760835	6
FBtr0290216	733	559.721	0	0
FBtr0335280	740	566.721	0	0
FBtr0077120	1711	1537.66	18.5933	219.824
FBtr0081676	887	713.663	0	0
FBtr0076639	2093	1919.66	0.271006	4
FBtr0079280	1148	974.663	0	0
FBtr0304827	5797	5623.66	0.153686	6.64522
FBtr0433494	6405	6231.66	0.492908	23.6171
FBtr0333832	6581	6407.66	0.014661	0.722303
FBtr0433497	5654	5480.66	0.00860629	0.362665
FBtr0333833	6118	5944.66	0	0
FBtr0433496	5848	5674.66	4.04719e-06	0.000176583
FBtr0304826	8410	8236.66	0	0
FBtr0433495	8302	8128.66	0.000137303	0.00858134
FBtr0433493	8251	8077.66	0.213933	13.2868
FBtr0300808	2019	1845.66	0	0
FBtr0300809	4061	3887.66	0	0
FBtr0301700	4064	3890.66	0	0
FBtr0072287	5108	4934.66	30.3362	1151
FBtr0343633	2816	2642.66	0	0
FBtr0074281	2640	2466.66	73.2337	1388.92
FBtr0343632	2730	2556.66	3.02989	59.5602
FBtr0074279	3898	3724.66	37.284	1067.74
FBtr0074280	3895	3721.66	0.912902	26.1227
FBtr0072238	1035	861.663	0	0
FBtr0308073	1317	1143.66	2.05995	18.1138
FBtr0082360	764	590.663	86.2907	391.886
FBtr0082361	1024	850.663	0	0
FBtr0079938	1428	1254.66	3.10984	30
FBtr0077227	1279	1105.66	85.0237	722.801
FBtr0091702	1278	1104.66	3.08457	26.1988
FBtr0074882	2425	2251.66	19.9151	344.779
FBtr0332153	3588	3414.66	2.34846	61.6577
FBtr0310476	2042	1868.66	9.56288	137.397
FBtr0100666	2416	2242.66	3.5255	60.7912
FBtr0332726	2033	1859.66	1.15648	16.5359
FBtr0080287	1089	915.663	14.8333	104.431
FBtr0309307	5887	5713.66	0.045526	2
FBtr0300898	5037	4863.66	0	0
FBtr0080024	1050	876.663	8.50412	57.3216
FBtr0077389	2263	2089.66	93.733	1506
FBtr0290204	1958	1784.66	0	0
FBtr0086689	848	674.663	28.1199	145.867
FBtr0306636	1574	1400.66	17.6868	190.476
FBtr0086687	1472	1298.66	11.0487	110.322
FBtr0086690	2195	2021.66	0	0
FBtr0086686	1532	1358.66	0	0
FBtr0340359	2225	2051.66	0	0
FBtr0301148	981	807.663	83.7269	519.938
FBtr0086684	908	734.663	0	0
FBtr0306637	2237	2063.66	2.48294	39.3968
FBtr0301149	1514	1340.66	0	0
FBtr0086600	1106	932.663	0	0
FBtr0331978	1118	944.663	24.3691	177
FBtr0078769	621	447.823	4228.04	14558
FBtr0070712	1878	1704.66	0.915559	12
FBtr0343263	1108	934.663	0	0
FBtr0343264	928	754.663	0	0
FBtr0072024	920	746.663	0	0
FBtr0113111	979	805.663	0	0
FBtr0333452	4664	4490.66	0.584102	20.1677
FBtr0333450	3996	3822.66	0.0963661	2.83235
FBtr0333451	4043	3869.66	6.0981e-08	1.81436e-06
FBtr0300831	4092	3918.66	0	0
FBtr0076303	1640	1466.66	1.64617	18.5636
FBtr0076302	1655	1481.66	0.0842984	0.96034
FBtr0076301	2049	1875.66	69.3045	999.476
FBtr0077098	1123	949.663	94.2484	688.176
FBtr0070552	1047	873.663	0.297735	2
FBtr0075818	1346	1172.66	29.5021	266
FBtr0088789	1908	1734.66	5.09844	68
FBtr0304960	503	329.857	0	0
FBtr0075249	843	669.663	0.194217	1
FBtr0084104	1804	1630.66	237.836	2981.93
FBtr0336911	2177	2003.66	7.67016	118.164
FBtr0088974	1597	1423.66	16.1737	177.041
FBtr0100360	4963	4789.66	0.185535	6.83261
FBtr0110880	2920	2746.66	0	0
FBtr0334105	2225	2051.66	0	0
FBtr0301185	2946	2772.66	0	0
FBtr0110881	4262	4088.66	2.20021	69.1674
FBtr0336928	1138	964.663	0	0
FBtr0072107	995	821.663	0.316578	2
FBtr0085786	2956	2782.66	20.1673	431.485
FBtr0085785	3082	2908.66	0	0
FBtr0334549	2894	2720.66	1.50658	31.5154
FBtr0334550	3020	2846.66	0	0
FBtr0340191	4545	4371.66	7.56323e-07	2.5422e-05
FBtr0073848	4477	4303.66	67.755	2242
FBtr0078387	3371	3197.66	9.4512	232.368
FBtr0087487	2027	1853.66	15.6465	223
FBtr0083735	2688	2514.66	0	0
FBtr0332539	2448	2274.66	0.343319	6.00442
FBtr0077790	977	803.663	0	0
FBtr0331440	941	767.663	0	0
FBtr0331439	971	797.663	0	0
FBtr0082634	1746	1572.66	20.2616	245
FBtr0079612	1320	1146.66	7.77528	68.5501
FBtr0087980	1799	1625.66	0	0
FBtr0087979	1558	1384.66	0.093929	1
FBtr0072044	1063	889.663	0	0
FBtr0343206	1072	898.663	0	0
FBtr0072043	1160	986.663	0	0
FBtr0075225	1132	958.663	0	0
FBtr0112489	446	272.946	10.4572	21.9456
FBtr0339263	740	566.721	0	0
FBtr0301018	2276	2102.66	0.865969	14
FBtr0302526	640	466.823	3.90049	14
FBtr0100009	3280	3106.66	6.48905	155
FBtr0089901	2338	2164.66	0.102182	1.70068
FBtr0089902	1803	1629.66	0	0
FBtr0300562	2617	2443.66	6.73528	126.547
FBtr0089900	2125	1951.66	0	0
FBtr0089904	2355	2181.66	0	0
FBtr0301521	2467	2293.66	0.830398	14.6444
FBtr0089905	2568	2394.66	0.929154	17.1076
FBtr0345390	5214	5040.66	0.32273	12.5078
FBtr0331425	3556	3382.66	5.64443	146.803
FBtr0332155	4408	4234.66	3.79889	123.689
FBtr0075014	3541	3367.66	0	0
FBtr0078874	603	429.823	0	0
FBtr0083452	2975	2801.66	9.66785	208.258
FBtr0302317	2262	2088.66	23.4595	376.742
FBtr0333248	2543	2369.66	0	0
FBtr0114524	2411	2237.66	0.116246	2
FBtr0273385	6171	5997.66	0.717626	33.093
FBtr0339307	6637	6463.66	0.895297	44.4941
FBtr0273384	6439	6265.66	2.81084	135.413
FBtr0082117	3807	3633.66	3.83018	107.009
FBtr0082116	6303	6129.66	1.50377	70.872
FBtr0082118	4671	4497.66	2.51954	87.1293
FBtr0085011	1569	1395.66	0.372755	4
FBtr0081174	4145	3971.66	0	0
FBtr0081175	3934	3760.66	0	0
FBtr0303241	4041	3867.66	2.63654	78.4042
FBtr0081176	3893	3719.66	0	0
FBtr0305129	2997	2823.66	12.6543	274.731
FBtr0339156	2994	2820.66	1.30348	28.269
FBtr0339157	2988	2814.66	0	0
FBtr0071784	2049	1875.66	0	0
FBtr0071785	1989	1815.66	55.8019	779.005
FBtr0089148	3050	2876.66	0.941349	20.8207
FBtr0089147	2773	2599.66	1.48817	29.7458
FBtr0089150	2762	2588.66	0.166994	3.32379
FBtr0089146	2709	2535.66	0.388824	7.58055
FBtr0308247	2614	2440.66	25.7372	482.976
FBtr0089149	2840	2666.66	3.1972	65.5533
FBtr0302559	2531	2357.66	0	0
FBtr0346506	2597	2423.66	0	0
FBtr0302190	3048	2874.66	3.75919	83.0879
FBtr0086145	3054	2880.66	6.40724	141.912
FBtr0306281	375	201.971	0	0
FBtr0306280	392	218.971	0	0
FBtr0306258	4812	4638.66	2.1321	76.0425
FBtr0073119	3828	3654.66	72.3572	2033.23
FBtr0073120	4106	3932.66	82.641	2498.84
FBtr0073118	4763	4589.66	90.8886	3207.35
FBtr0337055	3442	3268.66	15.0394	377.969
FBtr0333895	3491	3317.66	81.6259	2082.17
FBtr0337056	4046	3872.66	0.013392	0.398759
FBtr0077442	1411	1237.66	5.35934	51
FBtr0076018	1266	1092.66	3.69416	31.0355
FBtr0076017	963	789.663	9.38224	56.9645
FBtr0339781	3357	3183.66	0	0
FBtr0070778	3093	2919.66	0	0
FBtr0344824	2804	2630.66	2.9664	60
FBtr0345292	830	656.663	12.7872	64.5615
FBtr0070983	837	663.663	23.3946	119.377
FBtr0070982	1100	926.663	1.94712	13.873
FBtr0070981	941	767.663	76.9408	454.134
FBtr0070980	854	680.663	5056.52	26463.1
FBtr0307300	2919	2745.66	13.4838	284.653
FBtr0113024	3030	2856.66	0.998225	21.9252
FBtr0332600	2913	2739.66	0	0
FBtr0083414	2815	2641.66	17.773	360.99
FBtr0337043	3789	3615.66	0.755765	21.0102
FBtr0077516	1338	1164.66	0	0
FBtr0112524	1274	1100.66	2.59963	22
FBtr0089233	3691	3517.66	3.12857	84.6166
FBtr0334626	3376	3202.66	0	0
FBtr0310651	3526	3352.66	1.20562	31.0782
FBtr0089229	3501	3327.66	20.6485	528.305
FBtr0082920	981	807.663	0	0
FBtr0077386	1734	1560.66	21.2941	255.52
FBtr0071106	2301	2127.66	0.0611281	1
FBtr0070937	2201	2027.66	122.451	1909.03
FBtr0070938	2487	2313.66	63.1263	1122.97
FBtr0070397	1267	1093.66	1.07029	9
FBtr0074346	819	645.663	0	0
FBtr0071471	1606	1432.66	0	0
FBtr0330316	1609	1435.66	0	0
FBtr0074918	1253	1079.66	18.5655	154.117
FBtr0072124	2163	1989.66	22.9441	351
FBtr0071683	1189	1015.66	78.7534	615
FBtr0077403	1061	887.663	0	0
FBtr0113021	1089	915.663	0	0
FBtr0077402	1231	1057.66	0.245938	2
FBtr0077401	1011	837.663	0	0
FBtr0300280	1584	1410.66	0.184396	2
FBtr0346378	3461	3287.66	0.230195	5.81887
FBtr0074809	2896	2722.66	36.8063	770.499
FBtr0335137	3353	3179.66	0	0
FBtr0346141	373	199.971	2.57705	3.9623
FBtr0085611	272	99.0343	14.4956	11.0377
FBtr0074029	585	411.823	0.315815	1
FBtr0075388	1505	1331.66	0.195335	2
FBtr0343534	2295	2121.66	0	0
FBtr0086001	1762	1588.66	0.491206	6
FBtr0321315	1239	1065.66	0	0
FBtr0333037	2846	2672.66	0	0
FBtr0075724	2737	2563.66	3.38594	66.7416
FBtr0075723	2084	1910.66	1.17479	17.2584
FBtr0342770	3744	3570.66	3.44003	94.4425
FBtr0070420	3766	3592.66	80.46	2222.56
FBtr0342771	3838	3664.66	0	0
FBtr0333323	2883	2709.66	1.40621e-09	2.9297e-08
FBtr0333322	2930	2756.66	1.33852	28.3705
FBtr0074137	2347	2173.66	1.28211	21.4276
FBtr0074135	2386	2212.66	49.8572	848.202
FBtr0308136	1697	1523.66	0	0
FBtr0080237	698	524.776	0	0
FBtr0300638	3446	3272.66	0	0
FBtr0073729	466	292.917	66.3064	149.333
FBtr0084836	743	569.721	28.0793	123
FBtr0082430	1248	1074.66	1.17345	9.69598
FBtr0335211	1142	968.663	26.8943	200.304
FBtr0076857	1307	1133.66	1.03253	9
FBtr0300424	902	728.663	1.24944	7
FBtr0083860	1793	1619.66	5.60955	69.8568
FBtr0302327	1744	1570.66	135.752	1639.4
FBtr0083861	1877	1703.66	10.9738	143.746
FBtr0083086	1479	1305.66	22.7644	228.531
FBtr0334589	2552	2378.66	1.93939	35.4693
FBtr0091874	595	421.823	2.86747e-08	9.30005e-08
FBtr0073935	992	818.663	0	0
FBtr0073300	818	644.663	0	0
FBtr0073299	2460	2286.66	0	0
FBtr0088841	1522	1348.66	3.52308	36.5328
FBtr0088842	1468	1294.66	59.5874	593.154
FBtr0345599	2094	1920.66	0	0
FBtr0070422	1749	1575.66	0	0
FBtr0342772	681	507.776	0.571504	2.23125
FBtr0070421	1547	1373.66	0.35683	3.76875
FBtr0333023	2495	2321.66	0	0
FBtr0075579	1678	1504.66	0.172876	2
FBtr0072248	2815	2641.66	6.39212e-05	0.00129831
FBtr0345620	2931	2757.66	0	0
FBtr0072247	2800	2626.66	0.049451	0.998702
FBtr0072253	1306	1132.66	0	0
FBtr0343432	1090	916.663	35.0454	247
FBtr0073127	1478	1304.66	0.000560203	0.00561953
FBtr0073128	1471	1297.66	0.300116	2.99438
FBtr0079458	1541	1367.66	0	0
FBtr0079460	1595	1421.66	0.914844	10
FBtr0079462	1526	1352.66	0	0
FBtr0079461	1505	1331.66	0.0976674	1
FBtr0079459	1585	1411.66	0.829192	9
FBtr0081997	1156	982.663	26.2379	198.239
FBtr0081996	1257	1083.66	0.836256	6.96771
FBtr0336761	1233	1059.66	13.8439	112.793
FBtr0336637	3026	2852.66	0.0865336	1.89798
FBtr0300693	1964	1790.66	0	0
FBtr0336636	3290	3116.66	0	0
FBtr0071797	3770	3596.66	0	0
FBtr0336638	1523	1349.66	0.0098312	0.102021
FBtr0087382	5033	4859.66	36.7709	1373.94
FBtr0339998	5235	5061.66	0	0
FBtr0301478	2790	2616.66	22.2011	446.661
FBtr0089521	2653	2479.66	4.262	81.2574
FBtr0306351	2221	2047.66	1.3911	21.9015
FBtr0306350	2503	2329.66	2.20704	39.5329
FBtr0330046	2653	2479.66	4.262	81.2574
FBtr0301477	4782	4608.66	1.02696	36.3901
FBtr0300224	1562	1388.66	0	0
FBtr0114515	1508	1334.66	0.224466	2.30345
FBtr0087406	329	155.988	0	0
FBtr0072888	2130	1956.66	0.0664703	1
FBtr0085859	1170	996.663	0.399697	3.06292
FBtr0334894	6412	6238.66	45.6576	2190.09
FBtr0084460	6624	6450.66	7.97538	395.56
FBtr0304567	3987	3813.66	8.64036	253.355
FBtr0070907	2510	2336.66	125.236	2249.99
FBtr0070906	2636	2462.66	0	0
FBtr0305911	1961	1787.66	11.0171	151.429
FBtr0289953	2161	1987.66	9.20357	140.655
FBtr0305910	2015	1841.66	1.97144	27.9158
FBtr0088312	1656	1482.66	0	0
FBtr0088313	2297	2123.66	0	0
FBtr0088311	2351	2177.66	1.24982	20.9264
FBtr0304592	2591	2417.66	0.541917	10.0736
FBtr0088882	1935	1761.66	85.7881	1162
FBtr0079894	2382	2208.66	15.6267	265.371
FBtr0331635	2356	2182.66	8.48731	142.434
FBtr0345615	2623	2449.66	4.3179	81.327
FBtr0071338	3399	3225.66	145.637	3612
FBtr0334508	4486	4312.66	0	0
FBtr0085746	3506	3332.66	0.195129	5
FBtr0085085	1541	1367.66	92.2091	969.636
FBtr0085084	2075	1901.66	0.435228	6.36365
FBtr0079304	905	731.663	0	0
FBtr0079732	925	751.663	0	0
FBtr0071108	3145	2971.66	1.66395	38.0187
FBtr0340139	3231	3057.66	1.64109	38.5814
FBtr0071107	3426	3252.66	42.9601	1074.39
FBtr0340138	4238	4064.66	1.3652	42.6656
FBtr0309839	4403	4229.66	0	0
FBtr0309836	4378	4204.66	0	0
FBtr0309837	3952	3778.66	2.49152	72.3867
FBtr0073144	4107	3933.66	150.751	4559.47
FBtr0309838	4006	3832.66	0.174459	5.14104
FBtr0075152	2917	2743.66	24.9924	527.224
FBtr0300092	607	433.823	0	0
FBtr0073892	1096	922.663	0	0
FBtr0343143	1534	1360.66	0.0955858	1
FBtr0332630	1663	1489.66	3.83982	43.98
FBtr0332631	1364	1190.66	51.4529	471.037
FBtr0332632	5997	5823.66	10.7934	483.292
FBtr0301268	1587	1413.66	0.552013	6
FBtr0085909	2020	1846.66	0.352149	5
FBtr0080763	2304	2130.66	26.0649	427
FBtr0086733	1297	1123.66	28.1264	243
FBtr0087262	852	678.663	177.46	926
FBtr0303232	702	528.776	9.59261	39
FBtr0344155	6716	6542.66	9.78946	492.459
FBtr0070316	6065	5891.66	25.9916	1177.41
FBtr0344279	6745	6571.66	0.019791	1
FBtr0076133	3030	2856.66	0.0910573	2
FBtr0082259	2901	2727.66	45.8967	962.561
FBtr0079708	1718	1544.66	13.3592	158.661
FBtr0330181	847	673.663	0	0
FBtr0074894	650	476.776	107.752	395
FBtr0082726	2913	2739.66	2.71492	57.1888
FBtr0331429	2603	2429.66	1.70471e-08	3.18459e-07
FBtr0331428	2948	2774.66	6.17538	131.744
FBtr0082727	2606	2432.66	4.1891	78.3535
FBtr0301219	3098	2924.66	5.27922	118.714
FBtr0088166	1239	1065.66	0	0
FBtr0310646	1830	1656.66	3.85612	49.118
FBtr0073730	1370	1196.66	189.752	1745.88
FBtr0079724	633	459.823	9.86667	34.8833
FBtr0346454	899	725.663	1.95697	10.9188
FBtr0100541	611	437.823	6159.01	20733.2
FBtr0343865	1567	1393.66	0.33025	3.53881
FBtr0079324	1294	1120.66	0.0179178	0.154389
FBtr0079598	1156	982.663	51.9106	392.208
FBtr0081220	1093	919.663	1.96376e-06	1.38859e-05
FBtr0300823	1159	985.663	1.0474	7.93772
FBtr0081221	1054	880.663	25.5373	172.918
FBtr0310645	979	805.663	5.94147	36.8048
FBtr0081219	1084	910.663	0.191268	1.33923
FBtr0075314	465	291.917	62.3752	140
FBtr0070136	2103	1929.66	3.37447	50.0661
FBtr0070137	2193	2019.66	3.42289	53.153
FBtr0070135	2124	1950.66	14.4538	216.781
FBtr0076688	2391	2217.66	24.4293	416.545
FBtr0346546	2609	2435.66	0	0
FBtr0302935	3103	2929.66	9.5409	214.913
FBtr0082329	3115	2941.66	9.77493	221.087
FBtr0344017	5279	5105.66	0	0
FBtr0091678	6366	6192.66	8.57335	408.211
FBtr0344016	5395	5221.66	0.501747	20.1442
FBtr0342985	4422	4248.66	6.5754	214.798
FBtr0071815	4360	4186.66	18.2862	588.639
FBtr0071816	4190	4016.66	1.72595	53.3028
FBtr0071813	4216	4042.66	225.445	7007.53
FBtr0342986	4124	3950.66	1.37002	41.6154
FBtr0071814	4255	4081.66	3.57177	112.093
FBtr0083049	682	508.776	67.2315	263
FBtr0079593	751	577.721	0.241835	1.07422
FBtr0332415	1011	837.663	6.28682	40.4908
FBtr0345640	3934	3760.66	7.8036	225.64
FBtr0077562	3784	3610.66	55.2693	1534.36
FBtr0085387	5031	4857.66	9.48179	354.139
FBtr0085386	4880	4706.66	14.2825	516.861
FBtr0085614	355	181.971	16.8791	23.6161
FBtr0303924	5093	4919.66	0.0927186	3.50718
FBtr0303923	5120	4946.66	0.0918348	3.49282
FBtr0300811	4420	4246.66	18.529	605
FBtr0340626	2866	2692.66	0	0
FBtr0340627	2995	2821.66	0	0
FBtr0340628	2870	2696.66	0	0
FBtr0087784	1976	1802.66	193.614	2683.54
FBtr0332882	2246	2072.66	0.622821	9.9254
FBtr0339391	1899	1725.66	37.1435	492.827
FBtr0084095	7188	7014.66	1.31383	70.8601
FBtr0343807	7002	6828.66	0	0
FBtr0343805	4551	4377.66	6.0884e-05	0.00204928
FBtr0343806	4719	4545.66	22.3212	780.138
FBtr0086801	711	537.776	0.818562	3.38462
FBtr0344145	6340	6166.66	0	0
FBtr0100454	3868	3694.66	0.0352021	1
FBtr0082255	6557	6383.66	0	0
FBtr0082256	4226	4052.66	0.0320925	1
FBtr0100455	2462	2288.66	0	0
FBtr0088783	1907	1733.66	51.3622	684.644
FBtr0301333	1977	1803.66	0	0
FBtr0332689	1974	1800.66	0	0
FBtr0086107	5316	5142.66	48.1529	1904
FBtr0072159	694	520.776	0.499485	2
FBtr0076218	2574	2400.66	3.02152	55.7715
FBtr0076219	2478	2304.66	51.0287	904.229
FBtr0113346	1241	1067.66	0.365452	3
FBtr0100083	570	396.823	0	0
FBtr0079765	644	470.823	0	0
FBtr0071734	1182	1008.66	0.128943	1
FBtr0071191	1056	882.663	10.215	69.3247
FBtr0345988	1286	1112.66	1.13096	9.67533
FBtr0071902	1064	890.663	11.6927	80.0728
FBtr0332909	904	730.663	65.136	365.927
FBtr0078892	1301	1127.66	498.251	4320
FBtr0073061	323	149.988	0.867137	1
FBtr0081973	1959	1785.66	0.422273	5.79761
FBtr0333190	1343	1169.66	0.244894	2.20239
FBtr0072990	764	590.663	46.4608	211
FBtr0076205	2178	2004.66	0.83863	12.9261
FBtr0076204	2232	2058.66	11.8188	187.074
FBtr0081487	2064	1890.66	24.5384	356.712
FBtr0331678	2435	2261.66	1.0517	18.2884
FBtr0086674	751	577.721	277.13	1231
FBtr0113686	2779	2605.66	1.89675	38
FBtr0113685	2706	2532.66	0	0
FBtr0072069	2783	2609.66	0.682138	13.6871
FBtr0072067	2762	2588.66	0	0
FBtr0072070	2827	2653.66	12.7474	260.091
FBtr0332926	2655	2481.66	0	0
FBtr0072068	2775	2601.66	3.56006	71.2139
FBtr0072066	2608	2434.66	0.000437797	0.00819536
FBtr0087059	1547	1373.66	103.297	1091
FBtr0074966	4094	3920.66	12.6396	381.02
FBtr0333896	4347	4173.66	3.08443	98.9802
FBtr0302288	1725	1551.66	0	0
FBtr0086613	5546	5372.66	1.83979	76
FBtr0091795	4018	3844.66	1.13877	33.6628
FBtr0300891	3895	3721.66	0	0
FBtr0091794	5531	5357.66	0	0
FBtr0091793	5663	5489.66	0.0395319	1.66859
FBtr0300892	5540	5366.66	0	0
FBtr0091792	3886	3712.66	0	0
FBtr0301734	675	501.776	26.4383	102
FBtr0342889	1080	906.663	9.83296	68.5467
FBtr0071618	1141	967.663	8.52853	63.4533
FBtr0344856	10063	9889.66	0	0
FBtr0329838	8191	8017.66	0	0
