Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBtr0084868	88	14	41	189	133	157	46	21	58	97	183	195	99.7	42	158	3.595	1.846	4.102	4.08809991749812e-05	0.000998930602768775	0.1833	0.0913	0.13	0.13	TRUE	NA
FBtr0079236	4889	964	997	8378	1437	1604	2530	1444	1404	4278	1973	1990	2270.01	1793	2747	1.488	0.573	4.101	4.10828082883243e-05	0.000999875785410279	0.0042	0.0288	0.0135	0.0135	TRUE	NA
FBtr0091533	290	78	73	462	187	202	150	117	103	236	257	251	185.51	123	248	2.007	1.005	4.101	4.1089237238894e-05	0.000999875785410279	0.0146	0.061	0.0366	0.0366	TRUE	NA
FBtr0304989	80	20	22	267	55	55	41	30	31	136	76	68	63.74	34	93	2.696	1.431	4.101	4.12000456157487e-05	0.00100119506454424	0.0106	0.1281	0.0643	0.0643	TRUE	NA
FBtr0081544	277	73	127	535	225	257	143	109	179	273	309	319	222.1	144	300	2.076	1.054	4.097	4.18396164127617e-05	0.00101395158076461	0.0274	0.0552	0.0421	0.0421	TRUE	NA
FBtr0079616	1387	492	521	1869	915	1020	718	737	734	954	1257	1265	944.17	730	1159	1.571	0.652	4.086	4.38546876702878e-05	0.00105412130377046	0.0066	0.0328	0.0171	0.0171	TRUE	NA
FBtr0090014	706	977	1123	4987	1989	2254	365	1463	1582	2547	2731	2796	1914.18	1137	2691	2.8	1.486	4.067	4.75647603437266e-05	0.0011371191557309	0.1852	0.0293	0.0954	0.0954	TRUE	NA
FBtr0308621	728	258	272	2046	404	556	377	386	383	1045	555	690	572.62	382	763	1.946	0.961	4.067	4.75264524784019e-05	0.0011371191557309	0.0386	0.0373	0.0379	0.0379	TRUE	NA
FBtr0309042	1063	260	231	2068	443	419	550	389	325	1056	608	520	574.86	421	728	1.692	0.759	4.065	4.79654329344723e-05	0.00114360710787567	0.0111	0.0372	0.0228	0.0228	TRUE	NA
FBtr0334405	435	114	164	1420	254	281	225	171	231	725	349	349	341.57	209	474	2.152	1.106	4.062	4.86796342956304e-05	0.00115751533645698	0.0535	0.045	0.0492	0.0492	TRUE	NA
FBtr0301824	33	22	16	171	41	95	17	33	23	87	56	118	55.68	24	87	3.742	1.904	4.051	5.10304392538685e-05	0.00120854016176732	0.1179	0.1429	0.1306	0.1306	TRUE	NA
FBtr0089033	576	230	262	1026	402	430	298	344	369	524	552	533	436.85	337	536	1.601	0.679	4.031	5.54247064335737e-05	0.00130214937784376	0	0.0408	0.0179	0.0179	TRUE	NA
FBtr0340125	86	65	71	337	146	142	45	97	100	172	200	176	131.77	81	183	2.43	1.281	4.027	5.65750493998659e-05	0.00132565456812321	0.0513	0.0754	0.0633	0.0633	TRUE	NA
FBtr0078509	2321	844	818	3501	1340	1349	1201	1264	1152	1788	1840	1674	1486.53	1206	1767	1.466	0.552	4.024	5.72811431719019e-05	0.0013386535057518	0.0019	0.0303	0.0128	0.0128	TRUE	NA
