Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0263995	1556	428	357	960	306	335	783	669	509	490	428	410	548.26	654	443	0.677	-0.563	-3.085	0.00203674770781014	0.0259426424138868	0.0262	0.0188	0.022	0.022	TRUE	0.2091
FBgn0003093	4813	1358	1406	3455	1152	1393	2421	2124	2004	1764	1613	1705	1938.47	2183	1694	0.775	-0.367	-3.083	0.0020483142641293	0.0260531707107447	0.0051	0.0141	0.0096	0.0096	TRUE	0.114
FBgn0033483	10407	3313	3792	8276	3074	3667	5235	5182	5404	4226	4303	4488	4806.45	5274	4339	0.823	-0.282	-3.082	0.00205549756615752	0.0261077141571951	4e-04	0.0129	0.0058	0.0058	TRUE	0.011
FBgn0033224	3208	1225	1176	2460	1003	1113	1614	1916	1676	1256	1404	1362	1538.04	1735	1341	0.773	-0.372	-3.078	0.00208479784722541	0.0263684529961833	0.0049	0.0146	0.0098	0.0098	TRUE	0.0981
FBgn0037074	6203	2041	2076	4897	1841	2025	3120	3192	2959	2501	2577	2479	2804.6	3090	2519	0.815	-0.295	-3.075	0.00210449697695566	0.0265431520813792	4e-04	0.0135	0.0063	0.0063	TRUE	0.0165
FBgn0036801	82	34	32	35	15	19	41	53	46	18	21	23	33.69	47	21	0.441	-1.18	-3.068	0.00215758434714464	0.0271747145845676	0	0.1203	0.0706	0.0706	TRUE	0.1407
FBgn0038145	14687	4220	4847	10273	3972	4856	7388	6600	6908	5246	5560	5944	6274.33	6965	5583	0.801	-0.32	-3.062	0.00219589190709636	0.0275801576855083	0.0033	0.0128	0.0077	0.0077	TRUE	0.0389
FBgn0266450	3001	1181	1002	2201	893	992	1510	1847	1428	1124	1250	1214	1395.5	1595	1196	0.75	-0.415	-3.06	0.00221143831300519	0.02769826487039	0.0101	0.0148	0.0125	0.0125	TRUE	0.2239
FBgn0036155	186	75	73	88	45	56	94	117	104	45	63	69	81.9	105	59	0.554	-0.852	-3.059	0.00221930056472955	0.0277197402946414	0.0214	0.0567	0.0419	0.0419	TRUE	0.522
FBgn0035312	428	177	210	325	122	150	215	277	299	166	171	184	218.63	264	174	0.662	-0.595	-3.059	0.00222275376001996	0.0277244722100414	0.0143	0.0288	0.0222	0.0222	TRUE	0.3397
FBgn0027525	6448	2397	2854	4578	2008	2483	3243	3749	4067	2338	2811	3039	3207.98	3686	2729	0.74	-0.434	-3.056	0.00224316583378219	0.0278634565964845	0.0145	0.0133	0.0142	0.0142	TRUE	0.1951
FBgn0010053	442	114	176	298	82	119	222	178	251	152	115	146	177.35	217	138	0.637	-0.651	-3.051	0.00227787494416305	0.0281781567166836	0.0171	0.0327	0.0266	0.0266	TRUE	0.2005
FBgn0259736	559	200	184	366	145	173	281	313	262	187	203	212	242.98	285	201	0.701	-0.513	-3.044	0.00233692167018982	0.028868985783249	0	0.0272	0.016	0.016	TRUE	0.068
FBgn0037363	3718	1290	1229	2955	1017	1254	1870	2018	1752	1509	1424	1535	1684.49	1880	1489	0.793	-0.335	-3.029	0.00245306907750958	0.0302623487564725	0.0024	0.0143	0.0082	0.0082	TRUE	0.0474
FBgn0086757	1472	449	441	1081	344	427	740	702	628	552	482	523	604.57	690	519	0.752	-0.412	-3.026	0.0024779190192976	0.0304855030232275	0.0044	0.0182	0.0115	0.0115	TRUE	0.0708
FBgn0051637	4968	2052	2109	3955	1659	1847	2499	3209	3006	2020	2322	2261	2552.82	2905	2201	0.758	-0.4	-3.017	0.00254994168185747	0.0312979104719722	0.01	0.0136	0.0122	0.0122	TRUE	0.1858
FBgn0032601	433	187	207	366	101	152	218	292	295	187	141	186	219.94	268	171	0.648	-0.627	-3.016	0.00256041900774225	0.0313295232182084	0.0224	0.0287	0.026	0.026	TRUE	0.3512
FBgn0283531	70	31	28	36	12	13	35	48	40	18	17	16	29.12	41	17	0.423	-1.243	-3.016	0.00255987323812571	0.0313295232182084	0	0.1373	0.0803	0.0803	TRUE	0.1778
